1995;15;1;100;98;1;0;?
1995;15;2;185;16;1;2;?
1995;15;3;105;87;4;0;?
1995;15;4;76;112;1;2;?
1995;15;5;125;6;0;1;?
1995;15;6;134;102;0;2;?
1995;15;7;-1;7;0;2;?
1995;15;8;9;91;2;0;?
1995;15;9;65;40;0;0;?
1995;16;1;134;65;0;1;?
1995;16;2;6;112;0;1;?
1995;16;3;7;125;3;1;?
1995;16;4;16;100;3;0;?
1995;16;5;40;9;4;0;?
1995;16;6;98;105;1;1;?
1995;16;7;87;-1;2;1;?
1995;16;8;91;185;3;0;?
1995;16;9;102;76;3;0;?
1995;17;1;100;91;5;1;?
1995;17;2;-1;98;2;5;?
1995;17;3;185;40;0;2;?
1995;17;4;112;7;0;1;?
1995;17;5;125;87;4;0;?
1995;17;6;105;16;1;2;?
1995;17;7;76;6;1;0;?
1995;17;8;9;134;2;1;?
1995;17;9;65;102;3;0;?
1995;18;1;112;87;0;0;?
1995;18;2;105;91;1;1;?
1995;18;3;125;98;2;0;?
1995;18;4;76;7;1;1;?
1995;18;5;100;40;2;1;?
1995;18;6;9;65;0;0;?
1995;18;7;185;134;1;1;?
1995;18;8;-1;16;3;4;?
1995;18;9;6;102;2;0;?
1995;19;1;65;185;0;0;?
1995;19;2;91;-1;1;0;?
1995;19;3;16;125;2;3;?
1995;19;4;40;105;1;4;?
1995;19;5;98;112;1;1;?
1995;19;6;134;100;2;1;?
1995;19;7;87;76;1;1;?
1995;19;8;7;6;2;0;?
1995;19;9;102;9;1;2;?
1995;20;1;76;98;0;0;?
1995;20;2;6;87;0;0;?
1995;20;3;105;134;1;1;?
1995;20;4;7;102;1;2;?
1995;20;5;112;16;2;1;?
1995;20;6;185;9;2;0;?
1995;20;7;125;91;3;1;?
1995;20;8;-1;40;1;6;?
1995;20;9;100;65;0;0;?
1995;21;1;134;-1;1;0;?
1995;21;2;65;105;0;1;?
1995;21;3;16;76;2;0;?
1995;21;4;40;125;4;2;?
1995;21;5;87;7;2;2;?
1995;21;6;91;112;0;1;?
1995;21;7;9;100;3;0;?
1995;21;8;102;185;0;0;?
1995;21;9;98;6;2;1;?
1995;22;1;6;16;0;0;?
1995;22;2;100;185;4;1;?
1995;22;3;76;91;1;1;?
1995;22;4;-1;65;1;1;?
1995;22;5;125;134;1;1;?
1995;22;6;7;98;1;0;?
1995;22;7;105;9;0;1;?
1995;22;8;112;40;3;1;?
1995;22;9;87;102;3;2;?
1995;23;1;134;112;0;2;?
1995;23;2;65;125;2;0;?
1995;23;3;16;7;0;5;?
1995;23;4;91;6;1;1;?
1995;23;5;98;87;0;2;?
1995;23;6;9;-1;1;1;?
1995;23;7;40;76;2;0;?
1995;23;8;185;105;2;0;?
1995;23;9;102;100;2;0;?
1995;24;1;105;100;3;1;?
1995;24;2;125;9;1;1;?
1995;24;3;7;91;6;0;?
1995;24;4;112;65;2;0;?
1995;24;5;6;40;1;2;?
1995;24;6;-1;185;1;3;?
1995;24;7;76;134;0;0;?
1995;24;8;87;16;1;1;?
1995;24;9;98;102;3;2;?
1995;25;1;100;-1;0;0;?
1995;25;2;65;76;0;1;?
1995;25;3;134;6;2;1;?
1995;25;4;40;7;1;0;?
1995;25;5;102;105;1;1;?
1995;25;6;16;98;1;1;?
1995;25;7;9;112;3;0;?
1995;25;8;91;87;0;2;?
1995;25;9;185;125;1;1;?
1995;26;1;16;102;1;1;?
1995;26;2;76;9;0;0;?
1995;26;3;-1;105;2;3;?
1995;26;4;7;134;1;1;?
1995;26;5;6;65;1;2;?
1995;26;6;112;185;1;1;?
1995;26;7;125;100;5;0;?
1995;26;8;98;91;2;1;?
1995;26;9;87;40;3;1;?
1995;27;1;91;16;2;2;?
1995;27;2;65;7;0;0;?
1995;27;3;9;6;1;1;?
1995;27;4;102;-1;1;0;?
1995;27;5;105;125;1;1;?
1995;27;6;100;112;0;0;?
1995;27;7;185;76;2;1;?
1995;27;8;40;98;1;1;?
1995;27;9;134;87;2;0;?
1995;28;1;91;102;1;3;?
1995;28;2;125;-1;2;1;?
1995;28;3;112;105;0;3;?
1995;28;4;98;134;1;2;?
1995;28;5;7;9;0;0;?
1995;28;6;87;65;2;1;?
1995;28;7;76;100;1;2;?
1995;28;8;16;40;0;1;?
1995;28;9;6;185;0;0;?
1995;29;1;105;76;0;0;?
1995;29;2;-1;112;3;1;?
1995;29;3;40;91;1;1;?
1995;29;4;65;98;1;0;?
1995;29;5;134;16;2;2;?
1995;29;6;102;125;0;3;?
1995;29;7;185;7;1;2;?
1995;29;8;9;87;3;3;?
1995;29;9;100;6;2;2;?
1995;30;1;98;9;2;0;?
1995;30;2;76;-1;3;0;?
1995;30;3;112;125;1;0;?
1995;30;4;6;105;1;2;?
1995;30;5;7;100;1;1;?
1995;30;6;40;102;0;1;?
1995;30;7;91;134;1;0;?
1995;30;8;16;65;0;1;?
1995;30;9;87;185;1;1;?
1995;31;1;9;16;2;0;?
1995;31;2;105;7;5;0;?
1995;31;3;-1;6;3;0;?
1995;31;4;102;112;1;0;?
1995;31;5;65;91;3;0;?
1995;31;6;100;87;2;1;?
1995;31;7;185;98;2;0;?
1995;31;8;125;76;1;1;?
1995;31;9;134;40;3;2;?
1995;32;1;112;76;0;0;?
1995;32;2;7;-1;5;0;?
1995;32;3;87;105;1;2;?
1995;32;4;6;125;2;1;?
1995;32;5;91;9;0;3;?
1995;32;6;102;134;2;1;?
1995;32;7;40;65;3;2;?
1995;32;8;16;185;2;3;?
1995;32;9;98;100;1;1;?
1995;33;1;65;134;1;2;?
1995;33;2;105;98;2;2;?
1995;33;3;9;40;2;1;?
1995;33;4;-1;87;0;2;?
1995;33;5;125;7;2;2;?
1995;33;6;185;91;2;2;?
1995;33;7;112;6;2;1;?
1995;33;8;76;102;2;0;?
1995;33;9;100;16;3;0;?
1995;34;1;7;112;3;2;?
1995;34;2;102;65;0;1;?
1995;34;3;40;185;2;2;?
1995;34;4;91;100;1;4;?
1995;34;5;134;9;1;2;?
1995;34;6;98;-1;0;2;?
1995;34;7;87;125;0;2;?
1995;34;8;6;76;1;1;?
1995;34;9;16;105;3;1;?
1996;1;1;87;83;0;0;?
1996;1;2;98;40;1;2;?
1996;1;3;102;105;2;2;?
1996;1;4;6;7;4;2;?
1996;1;5;125;100;2;1;?
1996;1;6;16;9;4;0;?
1996;1;7;112;134;3;2;?
1996;1;8;129;107;1;0;?
1996;1;9;185;65;0;3;?
1996;2;1;9;87;0;0;?
1996;2;2;100;112;5;1;?
1996;2;3;134;102;1;1;?
1996;2;4;83;98;1;2;?
1996;2;5;107;6;1;3;?
1996;2;6;7;185;4;0;?
1996;2;7;65;125;1;0;?
1996;2;8;40;129;1;1;?
1996;2;9;105;16;0;2;?
1996;3;1;98;9;4;4;?
1996;3;2;102;100;0;1;?
1996;3;3;112;65;1;3;?
1996;3;4;87;105;1;3;?
1996;3;5;125;7;1;3;?
1996;3;6;16;134;2;1;?
1996;3;7;6;185;0;1;?
1996;3;8;129;83;1;1;?
1996;3;9;107;40;0;4;?
1996;4;1;7;112;3;1;?
1996;4;2;9;129;1;1;?
1996;4;3;134;87;1;0;?
1996;4;4;100;16;0;4;?
1996;4;5;83;107;1;1;?
1996;4;6;40;6;4;2;?
1996;4;7;185;125;0;0;?
1996;4;8;65;102;0;2;?
1996;4;9;105;98;4;0;?
1996;5;1;87;100;3;0;?
1996;5;2;112;185;1;2;?
1996;5;3;102;7;0;1;?
1996;5;4;98;134;0;3;?
1996;5;5;6;125;3;0;?
1996;5;6;107;9;0;1;?
1996;5;7;129;105;3;1;?
1996;5;8;40;83;1;0;?
1996;5;9;16;65;4;0;?
1996;6;1;185;102;0;2;?
1996;6;2;134;129;5;1;?
1996;6;3;83;6;0;1;?
1996;6;4;105;107;1;0;?
1996;6;5;9;40;1;1;?
1996;6;6;65;87;4;0;?
1996;6;7;125;112;4;0;?
1996;6;8;7;16;1;1;?
1996;6;9;100;98;3;0;?
1996;7;1;102;125;2;4;?
1996;7;2;107;134;3;2;?
1996;7;3;40;105;1;0;?
1996;7;4;87;7;5;1;?
1996;7;5;98;65;0;0;?
1996;7;6;83;9;0;1;?
1996;7;7;16;185;0;2;?
1996;7;8;129;100;3;1;?
1996;7;9;6;112;5;3;?
1996;8;1;65;129;2;0;?
1996;8;2;105;83;5;2;?
1996;8;3;185;87;1;0;?
1996;8;4;134;40;3;0;?
1996;8;5;9;6;1;2;?
1996;8;6;112;102;1;0;?
1996;8;7;100;107;1;1;?
1996;8;8;125;16;2;5;?
1996;8;9;7;98;2;1;?
1996;9;1;129;7;1;0;?
1996;9;2;6;102;4;1;?
1996;9;3;16;112;4;2;?
1996;9;4;98;185;3;0;?
1996;9;5;107;65;3;0;?
1996;9;6;40;100;2;1;?
1996;9;7;83;134;3;1;?
1996;9;8;87;125;1;0;?
1996;9;9;9;105;0;1;?
1996;10;1;112;87;1;0;?
1996;10;2;125;98;4;2;?
1996;10;3;134;9;3;0;?
1996;10;4;105;6;1;1;?
1996;10;5;102;16;2;2;?
1996;10;6;100;83;2;2;?
1996;10;7;65;40;2;4;?
1996;10;8;7;107;2;0;?
1996;10;9;185;129;2;2;?
1996;11;1;6;16;0;0;?
1996;11;2;129;125;2;2;?
1996;11;3;107;185;0;0;?
1996;11;4;83;65;1;4;?
1996;11;5;9;100;2;0;?
1996;11;6;87;102;2;0;?
1996;11;7;105;134;1;3;?
1996;11;8;98;112;2;0;?
1996;11;9;40;7;0;0;?
1996;12;1;102;98;3;1;?
1996;12;2;134;6;1;1;?
1996;12;3;7;83;5;0;?
1996;12;4;185;40;0;2;?
1996;12;5;65;9;3;1;?
1996;12;6;125;107;1;1;?
1996;12;7;16;87;5;0;?
1996;12;8;100;105;2;0;?
1996;12;9;112;129;0;1;?
1996;13;1;40;125;1;1;?
1996;13;2;129;102;1;0;?
1996;13;3;83;185;1;0;?
1996;13;4;107;112;1;4;?
1996;13;5;6;87;3;0;?
1996;13;6;98;16;2;1;?
1996;13;7;134;100;0;0;?
1996;13;8;9;7;1;3;?
1996;13;9;105;65;4;1;?
1996;14;1;65;134;4;1;?
1996;14;2;87;98;0;0;?
1996;14;3;100;6;0;2;?
1996;14;4;185;9;1;3;?
1996;14;5;125;83;1;3;?
1996;14;6;112;40;0;0;?
1996;14;7;7;105;1;1;?
1996;14;8;16;129;3;1;?
1996;14;9;102;107;0;1;?
1996;15;1;105;185;2;0;?
1996;15;2;129;87;2;0;?
1996;15;3;9;125;4;1;?
1996;15;4;40;102;2;1;?
1996;15;5;134;7;0;4;?
1996;15;6;98;6;3;1;?
1996;15;7;65;100;2;2;?
1996;15;8;83;112;2;0;?
1996;15;9;107;16;3;1;?
1996;16;1;7;100;1;1;?
1996;16;2;102;83;3;1;?
1996;16;3;125;105;1;1;?
1996;16;4;185;134;4;1;?
1996;16;5;87;107;0;1;?
1996;16;6;6;65;4;2;?
1996;16;7;112;9;2;3;?
1996;16;8;16;40;1;1;?
1996;16;9;98;129;2;1;?
1996;17;1;129;6;2;2;?
1996;17;2;105;112;3;0;?
1996;17;3;134;125;1;1;?
1996;17;4;9;102;2;0;?
1996;17;5;65;7;1;3;?
1996;17;6;83;16;2;0;?
1996;17;7;107;98;1;0;?
1996;17;8;40;87;1;0;?
1996;17;9;100;185;2;1;?
1996;18;1;65;185;2;0;?
1996;18;2;7;6;3;1;?
1996;18;3;9;16;1;0;?
1996;18;4;40;98;3;0;?
1996;18;5;134;112;1;0;?
1996;18;6;105;102;1;1;?
1996;18;7;100;125;2;3;?
1996;18;8;107;129;1;1;?
1996;18;9;83;87;0;2;?
1996;19;1;185;7;2;0;?
1996;19;2;112;100;0;4;?
1996;19;3;98;83;2;3;?
1996;19;4;102;134;0;1;?
1996;19;5;16;105;1;0;?
1996;19;6;125;65;2;1;?
1996;19;7;6;107;1;0;?
1996;19;8;129;40;1;1;?
1996;19;9;87;9;0;0;?
1996;20;1;9;98;0;0;?
1996;20;2;83;129;3;1;?
1996;20;3;185;6;0;0;?
1996;20;4;65;112;1;0;?
1996;20;5;105;87;1;1;?
1996;20;6;134;16;2;2;?
1996;20;7;40;107;5;2;?
1996;20;8;7;125;4;1;?
1996;20;9;100;102;1;1;?
1996;21;1;129;9;0;1;?
1996;21;2;102;65;0;0;?
1996;21;3;87;134;4;1;?
1996;21;4;98;105;2;4;?
1996;21;5;125;185;3;0;?
1996;21;6;112;7;1;2;?
1996;21;7;107;83;0;0;?
1996;21;8;16;100;4;1;?
1996;21;9;6;40;5;2;?
1996;22;1;100;87;2;1;?
1996;22;2;9;107;4;0;?
1996;22;3;65;16;1;5;?
1996;22;4;134;98;2;1;?
1996;22;5;105;129;2;3;?
1996;22;6;7;102;3;0;?
1996;22;7;125;6;3;0;?
1996;22;8;83;40;2;0;?
1996;22;9;185;112;2;1;?
1996;23;1;98;100;2;2;?
1996;23;2;107;105;2;2;?
1996;23;3;40;9;3;0;?
1996;23;4;87;65;2;1;?
1996;23;5;102;185;3;1;?
1996;23;6;16;7;4;1;?
1996;23;7;112;125;2;2;?
1996;23;8;6;83;1;0;?
1996;23;9;129;134;3;2;?
1996;24;1;134;107;0;2;?
1996;24;2;185;16;0;4;?
1996;24;3;125;102;2;0;?
1996;24;4;100;129;2;2;?
1996;24;5;9;83;0;0;?
1996;24;6;112;6;1;2;?
1996;24;7;65;98;0;1;?
1996;24;8;7;87;1;3;?
1996;24;9;105;40;0;2;?
1996;25;1;129;65;2;2;?
1996;25;2;16;125;1;1;?
1996;25;3;107;100;1;1;?
1996;25;4;98;7;0;1;?
1996;25;5;83;105;1;2;?
1996;25;6;40;134;1;0;?
1996;25;7;87;185;2;0;?
1996;25;8;102;112;3;1;?
1996;25;9;6;9;2;0;?
1996;26;1;65;107;2;5;?
1996;26;2;125;87;3;0;?
1996;26;3;105;9;0;0;?
1996;26;4;102;6;1;0;?
1996;26;5;134;83;2;1;?
1996;26;6;100;40;0;3;?
1996;26;7;185;98;2;0;?
1996;26;8;7;129;2;0;?
1996;26;9;112;16;1;1;?
1996;27;1;83;100;1;1;?
1996;27;2;6;105;3;1;?
1996;27;3;107;7;3;2;?
1996;27;4;9;134;1;1;?
1996;27;5;98;125;0;0;?
1996;27;6;87;112;4;3;?
1996;27;7;40;65;3;2;?
1996;27;8;16;102;5;1;?
1996;27;9;129;185;3;1;?
1996;28;1;102;87;1;0;?
1996;28;2;185;107;1;1;?
1996;28;3;112;98;4;0;?
1996;28;4;65;83;2;5;?
1996;28;5;7;40;1;1;?
1996;28;6;134;105;1;0;?
1996;28;7;125;129;0;1;?
1996;28;8;100;9;1;0;?
1996;28;9;16;6;1;2;?
1996;29;1;98;102;0;1;?
1996;29;2;107;125;2;3;?
1996;29;3;6;134;2;1;?
1996;29;4;9;65;1;1;?
1996;29;5;105;100;3;1;?
1996;29;6;40;185;5;0;?
1996;29;7;83;7;2;0;?
1996;29;8;129;112;3;2;?
1996;29;9;87;16;0;1;?
1996;30;1;185;83;1;2;?
1996;30;2;102;129;0;0;?
1996;30;3;16;98;3;0;?
1996;30;4;112;107;2;0;?
1996;30;5;65;105;4;1;?
1996;30;6;87;6;2;2;?
1996;30;7;100;134;3;2;?
1996;30;8;7;9;1;0;?
1996;30;9;125;40;3;3;?
1996;31;1;134;65;3;2;?
1996;31;2;107;102;0;1;?
1996;31;3;9;185;0;1;?
1996;31;4;83;125;2;3;?
1996;31;5;40;112;0;0;?
1996;31;6;129;16;2;1;?
1996;31;7;98;87;1;3;?
1996;31;8;105;7;1;1;?
1996;31;9;6;100;5;0;?
1996;32;1;102;40;0;3;?
1996;32;2;185;105;0;3;?
1996;32;3;87;129;6;2;?
1996;32;4;16;107;0;2;?
1996;32;5;125;9;2;1;?
1996;32;6;100;65;0;4;?
1996;32;7;6;98;3;0;?
1996;32;8;7;134;2;1;?
1996;32;9;112;83;2;1;?
1996;33;1;9;112;0;2;?
1996;33;2;134;185;1;0;?
1996;33;3;129;98;6;0;?
1996;33;4;105;125;3;0;?
1996;33;5;40;16;4;2;?
1996;33;6;107;87;4;2;?
1996;33;7;65;6;4;0;?
1996;33;8;100;7;2;1;?
1996;33;9;83;102;1;3;?
1996;34;1;112;105;1;1;?
1996;34;2;87;40;2;2;?
1996;34;3;7;65;2;1;?
1996;34;4;125;134;0;3;?
1996;34;5;16;83;4;2;?
1996;34;6;102;9;0;1;?
1996;34;7;98;107;0;2;?
1996;34;8;185;100;1;1;?
1996;34;9;6;129;2;0;?
1997;1;1;16;125;1;1;?
1997;1;2;9;6;2;1;?
1997;1;3;65;107;3;2;?
1997;1;4;102;131;0;1;?
1997;1;5;40;76;0;1;?
1997;1;6;105;134;3;1;?
1997;1;7;129;83;1;0;?
1997;1;8;54;7;1;1;?
1997;1;9;100;87;2;2;?
1997;2;1;134;102;1;1;?
1997;2;2;107;9;1;0;?
1997;2;3;6;129;3;2;?
1997;2;4;83;16;2;1;?
1997;2;5;125;105;2;2;?
1997;2;6;7;65;3;0;?
1997;2;7;131;100;1;1;?
1997;2;8;87;40;1;1;?
1997;2;9;76;54;1;0;?
1997;3;1;129;107;0;0;?
1997;3;2;16;6;1;0;?
1997;3;3;40;131;5;2;?
1997;3;4;105;83;3;1;?
1997;3;5;65;76;0;0;?
1997;3;6;102;100;2;1;?
1997;3;7;9;7;1;0;?
1997;3;8;134;125;3;3;?
1997;3;9;54;87;2;2;?
1997;4;1;125;102;0;1;?
1997;4;2;131;54;2;1;?
1997;4;3;107;16;0;3;?
1997;4;4;7;129;5;2;?
1997;4;5;76;9;3;0;?
1997;4;6;87;65;4;1;?
1997;4;7;6;105;6;1;?
1997;4;8;83;134;3;0;?
1997;4;9;100;40;0;2;?
1997;5;1;129;76;1;3;?
1997;5;2;54;100;0;2;?
1997;5;3;16;7;0;0;?
1997;5;4;102;40;1;3;?
1997;5;5;134;6;2;1;?
1997;5;6;65;131;5;3;?
1997;5;7;9;87;2;0;?
1997;5;8;105;107;1;2;?
1997;5;9;125;83;1;0;?
1997;6;1;83;102;0;1;?
1997;6;2;100;65;2;1;?
1997;6;3;107;134;2;1;?
1997;6;4;7;105;2;2;?
1997;6;5;87;129;2;1;?
1997;6;6;131;9;0;0;?
1997;6;7;6;125;2;2;?
1997;6;8;40;54;3;0;?
1997;6;9;76;16;4;3;?
1997;7;1;105;76;2;4;?
1997;7;2;125;107;0;1;?
1997;7;3;129;131;2;1;?
1997;7;4;134;7;2;1;?
1997;7;5;65;40;1;3;?
1997;7;6;9;100;2;2;?
1997;7;7;102;54;4;0;?
1997;7;8;83;6;2;1;?
1997;7;9;16;87;3;0;?
1997;8;1;107;83;2;1;?
1997;8;2;40;9;1;1;?
1997;8;3;6;102;1;1;?
1997;8;4;87;105;1;1;?
1997;8;5;76;134;1;3;?
1997;8;6;131;16;1;0;?
1997;8;7;100;129;2;1;?
1997;8;8;7;125;2;3;?
1997;8;9;54;65;1;0;?
1997;9;1;134;87;1;0;?
1997;9;2;125;76;1;3;?
1997;9;3;83;7;3;1;?
1997;9;4;102;65;1;2;?
1997;9;5;6;107;2;1;?
1997;9;6;9;54;1;0;?
1997;9;7;129;40;2;3;?
1997;9;8;105;131;2;1;?
1997;9;9;16;100;5;2;?
1997;10;1;7;6;0;1;?
1997;10;2;100;105;3;1;?
1997;10;3;131;134;1;0;?
1997;10;4;54;129;2;2;?
1997;10;5;65;9;0;2;?
1997;10;6;87;125;5;1;?
1997;10;7;40;16;3;3;?
1997;10;8;76;83;3;1;?
1997;10;9;107;102;0;1;?
1997;11;1;129;65;2;1;?
1997;11;2;134;100;0;0;?
1997;11;3;102;9;4;1;?
1997;11;4;107;7;0;0;?
1997;11;5;125;131;2;1;?
1997;11;6;105;40;1;1;?
1997;11;7;6;76;1;1;?
1997;11;8;16;54;4;1;?
1997;11;9;83;87;3;1;?
1997;12;1;9;129;2;0;?
1997;12;2;76;107;1;0;?
1997;12;3;87;6;2;2;?
1997;12;4;40;134;2;0;?
1997;12;5;131;83;2;0;?
1997;12;6;7;102;3;2;?
1997;12;7;100;125;1;2;?
1997;12;8;54;105;3;1;?
1997;12;9;65;16;4;2;?
1997;13;1;107;87;4;5;?
1997;13;2;6;131;2;1;?
1997;13;3;7;76;2;2;?
1997;13;4;102;129;2;2;?
1997;13;5;16;9;0;0;?
1997;13;6;105;65;3;1;?
1997;13;7;134;54;0;2;?
1997;13;8;125;40;2;2;?
1997;13;9;83;100;0;3;?
1997;14;1;131;107;0;2;?
1997;14;2;76;102;4;3;?
1997;14;3;54;125;2;0;?
1997;14;4;65;134;2;0;?
1997;14;5;87;7;1;1;?
1997;14;6;100;6;0;1;?
1997;14;7;9;105;2;0;?
1997;14;8;40;83;1;0;?
1997;14;9;129;16;0;2;?
1997;15;1;134;9;2;1;?
1997;15;2;105;129;1;1;?
1997;15;3;7;131;2;1;?
1997;15;4;107;100;3;0;?
1997;15;5;125;65;1;0;?
1997;15;6;87;76;1;3;?
1997;15;7;83;54;1;3;?
1997;15;8;16;102;2;1;?
1997;15;9;6;40;4;2;?
1997;16;1;129;134;0;1;?
1997;16;2;100;7;1;3;?
1997;16;3;16;105;3;0;?
1997;16;4;131;76;2;1;?
1997;16;5;65;83;3;5;?
1997;16;6;54;6;2;2;?
1997;16;7;9;125;2;0;?
1997;16;8;40;107;3;0;?
1997;16;9;102;87;2;0;?
1997;17;1;7;40;0;2;?
1997;17;2;6;65;4;0;?
1997;17;3;105;102;3;0;?
1997;17;4;107;54;0;1;?
1997;17;5;76;100;2;1;?
1997;17;6;87;131;0;2;?
1997;17;7;83;9;1;1;?
1997;17;8;125;129;0;2;?
1997;17;9;134;16;2;2;?
1997;18;1;76;40;2;0;?
1997;18;2;83;129;0;2;?
1997;18;3;125;16;1;3;?
1997;18;4;87;100;1;1;?
1997;18;5;134;105;2;4;?
1997;18;6;107;65;2;2;?
1997;18;7;6;9;0;0;?
1997;18;8;131;102;1;1;?
1997;18;9;7;54;3;0;?
1997;19;1;54;76;2;0;?
1997;19;2;102;134;1;2;?
1997;19;3;100;131;1;2;?
1997;19;4;16;83;1;0;?
1997;19;5;9;107;1;1;?
1997;19;6;40;87;3;2;?
1997;19;7;105;125;0;0;?
1997;19;8;65;7;4;2;?
1997;19;9;129;6;0;0;?
1997;20;1;7;9;2;2;?
1997;20;2;87;54;4;2;?
1997;20;3;6;16;6;1;?
1997;20;4;83;105;2;1;?
1997;20;5;107;129;2;0;?
1997;20;6;76;65;3;2;?
1997;20;7;131;40;2;3;?
1997;20;8;125;134;0;1;?
1997;20;9;100;102;0;1;?
1997;21;1;16;107;1;1;?
1997;21;2;129;7;2;1;?
1997;21;3;134;83;2;1;?
1997;21;4;54;131;1;0;?
1997;21;5;9;76;1;1;?
1997;21;6;40;100;3;0;?
1997;21;7;65;87;3;2;?
1997;21;8;102;125;3;0;?
1997;21;9;105;6;1;1;?
1997;22;1;107;105;1;0;?
1997;22;2;76;129;3;0;?
1997;22;3;100;54;1;1;?
1997;22;4;40;102;2;0;?
1997;22;5;83;125;1;1;?
1997;22;6;7;16;3;1;?
1997;22;7;6;134;4;1;?
1997;22;8;87;9;0;1;?
1997;22;9;131;65;1;1;?
1997;23;1;105;7;0;1;?
1997;23;2;134;107;2;2;?
1997;23;3;65;100;1;2;?
1997;23;4;54;40;2;1;?
1997;23;5;125;6;3;4;?
1997;23;6;102;83;2;1;?
1997;23;7;9;131;1;1;?
1997;23;8;16;76;0;1;?
1997;23;9;129;87;3;1;?
1997;24;1;7;134;2;2;?
1997;24;2;76;105;0;0;?
